GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
100652781	0.445	0.1091768	0.1897	-1.601904	-0.3038111	135.06	SNX29P1	sorting nexin 29 pseudogene 1
79654	0.445	0.1093276	0.1281	1.601223	0.2050413	536.2	HECTD3	HECT domain E3 ubiquitin protein ligase 3
90134	0.445	0.1093413	0.3449	1.601161	0.5522816	511.37	KCNH7	potassium voltage-gated channel subfamily H member 7
55716	0.445	0.1093138	0.0735	1.601285	0.1176584	1342.37	LMBR1L	limb development membrane protein 1 like
105371401	0.445	0.1093167	0.226	1.601272	0.3619121	7.59	LOC105371401	uncharacterized LOC105371401
63897	0.445	0.1092471	0.0876	1.601586	0.1403381	736.83	HEATR6	HEAT repeat containing 6
100526842	0.445	0.109263	0.1316	-1.601515	-0.2108078	9982.98	RPL17-C18orf32	RPL17-C18orf32 readthrough
1200	0.446	0.1094087	0.1636	1.600856	0.2618858	2271.56	TPP1	tripeptidyl peptidase 1
253832	0.446	0.1094116	0.1001	-1.600843	-0.1601861	9451.72	ZDHHC20	zinc finger DHHC-type palmitoyltransferase 20
8225	0.446	0.1093859	0.1324	-1.600959	-0.2119736	860.67	GTPBP6	GTP binding protein 6 (putative)
10179	0.446	0.1094437	0.0815	-1.600699	-0.1303862	1805.9	RBM7	RNA binding motif protein 7
5293	0.446	0.1095243	0.1312	1.600335	0.2099472	8351	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
59352	0.446	0.1096608	0.2989	1.599719	0.4781536	69.1	LGR6	leucine rich repeat containing G protein-coupled receptor 6
87178	0.446	0.1096702	0.0856	-1.599677	-0.1369788	1147.13	PNPT1	polyribonucleotide nucleotidyltransferase 1
107986451	0.446	0.1096144	0.2134	1.599929	0.3414924	14.08	LOC107986451	
107984346	0.446	0.109568	0.2791	1.600138	0.4466343	15.61	LOC107984346	uncharacterized LOC107984346
101060038	0.446	0.1095674	0.2407	1.600141	0.3851938	838.82	LINC02446	long intergenic non-protein coding RNA 2446
196463	0.446	0.1096531	0.1713	1.599754	0.2740751	268.81	PLBD2	phospholipase B domain containing 2
1291	0.446	0.109628	0.2104	1.599867	0.3365469	39.11	COL6A1	collagen type VI alpha 1 chain
7561	0.446	0.1096977	0.1014	-1.599554	-0.162179	1538.78	ZNF14	zinc finger protein 14
59343	0.446	0.1097227	0.0471	-1.599441	-0.0752826	1719.15	SENP2	SUMO specific peptidase 2
10480	0.446	0.109751	0.095	-1.599314	-0.151975	5015.26	EIF3M	eukaryotic translation initiation factor 3 subunit M
343263	0.446	0.1098436	0.3334	1.598897	0.5330045	13.69	MYBPHL	myosin binding protein H like
677836	0.446	0.1098581	0.2383	1.598831	0.3810144	9.42	SNORA58	small nucleolar RNA, H/ACA box 58
6956	0.446	0.1098155	0.1832	-1.599023	-0.29287	47.74	TRAV6	T cell receptor alpha variable 6
284161	0.446	0.1098014	0.1028	-1.599086	-0.1644045	131.84	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1
155370	0.446	0.1099139	0.1085	-1.59858	-0.1734809	937.71	SBDSP1	SBDS pseudogene 1
100423041	0.446	0.1099333	0.2919	1.598493	0.4665483	8.09	MIR4296	microRNA 4296
89790	0.446	0.109931	0.1585	1.598503	0.2532937	2670.6	SIGLEC10	sialic acid binding Ig like lectin 10
100507373	0.446	0.109963	0.0961	1.59836	0.153596	106.99	ADGRL1-AS1	ADGRL1 antisense RNA 1
51514	0.447	0.1101487	0.1639	-1.597525	-0.2618881	124.13	DTL	denticleless E3 ubiquitin protein ligase homolog
105376187	0.447	0.1101967	0.5908	-1.59731	-0.9436224	15.44	LOC105376187	uncharacterized LOC105376187
10979	0.447	0.1102052	0.2214	-1.597271	-0.3537032	14.66	FERMT2	FERM domain containing kindlin 2
8643	0.447	0.1102841	0.2007	1.596918	0.3205334	9.72	PTCH2	patched 2
9807	0.447	0.1103246	0.1306	1.596736	0.208598	1361.44	IP6K1	inositol hexakisphosphate kinase 1
6138	0.447	0.1103486	0.1266	-1.596628	-0.2020559	33142.02	RPL15	ribosomal protein L15
100506286	0.447	0.1104029	0.1756	1.596385	0.2803665	11.35	TBC1D8-AS1	TBC1D8 antisense RNA 1
79624	0.447	0.1104264	0.0946	-1.596279	-0.1510481	1604.39	ARMT1	acidic residue methyltransferase 1
51124	0.447	0.1104702	0.1094	-1.596083	-0.1746878	1061.73	IER3IP1	immediate early response 3 interacting protein 1
101930023	0.447	0.1105102	0.1829	1.595904	0.2918137	41.99	LINC02391	long intergenic non-protein coding RNA 2391
6464	0.447	0.1105605	0.1038	1.595679	0.1656995	875.65	SHC1	SHC adaptor protein 1
144715	0.447	0.1105445	0.0854	1.595751	0.1362705	704.69	RAD9B	RAD9 checkpoint clamp component B
442909	0.448	0.1107055	0.2005	1.59503	0.3198807	12.95	MIR342	microRNA 342
202915	0.448	0.1107526	0.1046	-1.59482	-0.1667814	166.52	TMEM184A	transmembrane protein 184A
4794	0.448	0.1108049	0.0913	-1.594586	-0.1456339	702.35	NFKBIE	NFKB inhibitor epsilon
9330	0.448	0.1108923	0.0782	-1.594195	-0.1247039	1545.5	GTF3C3	general transcription factor IIIC subunit 3
80762	0.448	0.1108949	0.0878	1.594184	0.1399342	2696.27	NDFIP1	Nedd4 family interacting protein 1
203429	0.448	0.1108816	0.2585	1.594243	0.4121834	8.77	FAM226A	family with sequence similarity 226 member A
55656	0.449	0.1110414	0.0688	-1.59353	-0.1097061	3634.43	INTS8	integrator complex subunit 8
5908	0.449	0.1110441	0.0873	-1.593518	-0.1390777	17166.83	RAP1B	RAP1B, member of RAS oncogene family
4331	0.449	0.1110641	0.0927	-1.593428	-0.1476665	491.45	MNAT1	MNAT1 component of CDK activating kinase
201294	0.449	0.1110827	0.135	1.593345	0.2150779	3280.16	UNC13D	unc-13 homolog D
10392	0.449	0.1111318	0.075	1.593127	0.1195494	687.01	NOD1	nucleotide binding oligomerization domain containing 1
11196	0.449	0.1112375	0.0722	1.592656	0.1149333	1636.95	SEC23IP	SEC23 interacting protein
9667	0.449	0.11128	0.0869	1.592466	0.1383973	1639.61	SAFB2	scaffold attachment factor B2
79830	0.45	0.1114125	0.0932	-1.591876	-0.1482845	1324.83	ZMYM1	zinc finger MYM-type containing 1
107985291	0.45	0.1115676	0.2103	1.591186	0.3346281	13.38	LOC107985291	uncharacterized LOC107985291
1810	0.45	0.1116173	0.0705	-1.590966	-0.1121207	6491.85	DR1	down-regulator of transcription 1
29078	0.45	0.1116079	0.1297	-1.591007	-0.2063899	516.23	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4
107985599	0.45	0.1116666	0.1744	1.590747	0.277486	177.51	LOC107985599	
28402	0.451	0.1118261	0.25	-1.590039	-0.3975	23.99	IGHV3-69-1	immunoglobulin heavy variable 3-69-1 (pseudogene)
3159	0.451	0.1119611	0.2135	1.58944	0.3393052	189.25	HMGA1	high mobility group AT-hook 1
6581	0.451	0.1119758	0.2057	1.589375	0.3268759	25.97	SLC22A3	solute carrier family 22 member 3
112267992	0.451	0.1119521	0.1853	-1.58948	-0.2945351	37.89	LOC112267992	uncharacterized LOC112267992
28	0.451	0.111991	0.3454	1.589307	0.5490025	44.44	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
8013	0.451	0.1120432	0.21	1.589076	0.3337245	25.73	NR4A3	nuclear receptor subfamily 4 group A member 3
105374535	0.451	0.1121351	0.1672	1.588669	0.2656918	59.37	LOC105374535	uncharacterized LOC105374535
107986485	0.451	0.1121174	0.22	1.588748	0.3495231	86.94	LOC107986485	
56895	0.451	0.112118	0.1148	1.588745	0.1823803	590	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
672	0.451	0.1120849	0.1161	-1.588892	-0.1845462	998.88	BRCA1	BRCA1 DNA repair associated
100506134	0.451	0.1121764	0.1648	1.588486	0.2617843	15.81	TTC21B-AS1	TTC21B antisense RNA 1
7422	0.451	0.1121973	0.1403	1.588394	0.2227889	155.07	VEGFA	vascular endothelial growth factor A
6314	0.451	0.1122599	0.1082	1.588117	0.1718854	3540.96	ATXN7	ataxin 7
9851	0.451	0.1122595	0.0854	1.588119	0.1356426	590.42	KIAA0753	KIAA0753
90342	0.452	0.1122832	0.1585	1.588014	0.2517593	20.89	FER1L5	fer-1 like family member 5
729288	0.452	0.1123239	0.0982	-1.587834	-0.1558896	310.2	ZNF286B	zinc finger protein 286B (pseudogene)
105372279	0.452	0.112329	0.0851	-1.587811	-0.1351645	88.52	LOC105372279	uncharacterized LOC105372279
105379016	0.452	0.1124288	0.1833	1.58737	0.290961	36.94	LOC105379016	uncharacterized LOC105379016
4799	0.452	0.1124897	0.0574	1.587101	0.091172	1311.02	NFX1	nuclear transcription factor, X-box binding 1
9702	0.452	0.1124739	0.0854	-1.587171	-0.1355847	2877.24	CEP57	centrosomal protein 57
25829	0.452	0.1125347	0.1603	1.586903	0.2543061	442.87	TMEM184B	transmembrane protein 184B
57587	0.452	0.1126012	0.1073	-1.586609	-0.1703095	3262.86	CFAP97	cilia and flagella associated protein 97
57565	0.452	0.1126163	0.2374	-1.586543	-0.3767154	339.33	KLHL14	kelch like family member 14
132200	0.452	0.1126595	0.1555	1.586352	0.2466474	31.02	C3orf49	chromosome 3 open reading frame 49
169522	0.452	0.1126881	0.2398	1.586226	0.3804512	7.67	KCNV2	potassium voltage-gated channel modifier subfamily V member 2
105374334	0.453	0.1128332	0.1774	1.585586	0.28127	37.15	LOC105374334	uncharacterized LOC105374334
9821	0.453	0.1128507	0.0976	-1.585509	-0.1547563	9392.76	RB1CC1	RB1 inducible coiled-coil 1
101409253	0.453	0.1128089	0.5443	1.585694	0.8630988	16.35	LINC00676	long intergenic non-protein coding RNA 676
105372295	0.453	0.1128662	0.1441	1.585441	0.2284374	36.04	LOC105372295	uncharacterized LOC105372295
79364	0.453	0.1128901	0.0512	1.585336	0.08115	2043.38	ZXDC	ZXD family zinc finger C
8850	0.453	0.1129931	0.1591	-1.584882	-0.252118	20250.45	KAT2B	lysine acetyltransferase 2B
28983	0.453	0.1129743	0.5129	-1.584965	-0.8129402	6.65	TMPRSS11E	transmembrane serine protease 11E
283038	0.453	0.1129326	0.1393	-1.585149	-0.2208055	16.04	LOC283038	uncharacterized LOC283038
102724093	0.453	0.1129858	0.2096	1.584914	0.332226	29.09	LOC102724093	golgin subfamily A member 6-like protein 4
55924	0.453	0.1130916	0.1889	1.584449	0.2993321	2068.98	INKA2	inka box actin regulator 2
64795	0.453	0.1130926	0.1202	-1.584444	-0.190402	14681.86	RMND5A	required for meiotic nuclear division 5 homolog A
105370042	0.453	0.1130405	0.1896	1.584674	0.3004576	29.45	LOC105370042	uncharacterized LOC105370042
100302254	0.453	0.1131085	0.1902	-1.584374	-0.3014222	2867.88	MIR1282	microRNA 1282
10737	0.453	0.1131137	0.2035	1.584352	0.3224273	7.55	RFPL3S	RFPL3 antisense
23113	0.453	0.1131462	0.0959	1.584209	0.1518593	1105.33	CUL9	cullin 9
6461	0.453	0.1131717	0.1721	1.584097	0.2726396	30.23	SHB	SH2 domain containing adaptor protein B
142680	0.453	0.1132111	0.2524	1.583924	0.3997617	11.45	SLC34A3	solute carrier family 34 member 3
83875	0.453	0.1132149	0.1341	1.583907	0.2124038	30.22	BCO2	beta-carotene oxygenase 2
4088	0.453	0.1132543	0.1422	1.583734	0.2251957	1121.17	SMAD3	SMAD family member 3
23475	0.453	0.1132487	0.1315	-1.583758	-0.2083368	267.44	QPRT	quinolinate phosphoribosyltransferase
79666	0.453	0.1133009	0.0879	-1.583529	-0.1392314	3235.5	PLEKHF2	pleckstrin homology and FYVE domain containing 2
56006	0.453	0.1132935	0.1146	1.583562	0.1815308	202.11	SMG9	SMG9 nonsense mediated mRNA decay factor
613266	0.453	0.1133305	0.269	-1.583399	-0.4259302	24.13	LOC613266	uncharacterized LOC613266
51444	0.453	0.1134542	0.1102	-1.582856	-0.174371	2685.21	RNF138	ring finger protein 138
112476	0.454	0.1135401	0.2583	1.58248	0.408705	12.3	PRRT2	proline rich transmembrane protein 2
105373557	0.454	0.1136317	0.1798	1.582078	0.2844598	65.56	SOCAR	serous ovarian cancer associated RNA
3308	0.454	0.1135913	0.076	-1.582255	-0.1202596	5070.78	HSPA4	heat shock protein family A (Hsp70) member 4
10196	0.454	0.1136122	0.0819	-1.582164	-0.1295895	826.51	PRMT3	protein arginine methyltransferase 3
9665	0.454	0.113646	0.141	1.582016	0.223067	9325.8	MARF1	meiosis regulator and mRNA stability factor 1
25871	0.454	0.1136931	0.07	-1.581809	-0.1106575	2435.85	NEPRO	nucleolus and neural progenitor protein
84254	0.454	0.113694	0.1612	1.581805	0.2550211	354.06	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1
5979	0.454	0.1137779	0.2591	1.581438	0.4097788	12.34	RET	ret proto-oncogene
3312	0.454	0.1137695	0.0994	-1.581475	-0.1572087	46531.16	HSPA8	heat shock protein family A (Hsp70) member 8
4537	0.454	0.1138329	0.2637	-1.581197	-0.4169153	1729.15	ND3	NADH dehydrogenase subunit 3
338773	0.454	0.1139245	0.3817	1.580797	0.603423	24.66	TMEM119	transmembrane protein 119
399844	0.454	0.113918	0.3102	1.580825	0.4903606	88.21	LINC01002	long intergenic non-protein coding RNA 1002
114088	0.454	0.1139479	0.2116	1.580694	0.3344254	64.59	TRIM9	tripartite motif containing 9
57405	0.454	0.114009	0.2369	-1.580427	-0.374361	24.86	SPC25	SPC25 component of NDC80 kinetochore complex
102723316	0.454	0.1140369	0.2863	-1.580305	-0.4525191	15.67	FRG1DP	FSHD region gene 1 family member D, pseudogene
653687	0.455	0.1141212	0.2592	1.579938	0.409533	8.78	FAM226B	family with sequence similarity 226 member B
338398	0.455	0.1141696	0.3106	1.579726	0.490602	12.68	TAS2R60	taste 2 receptor member 60
105369313	0.455	0.1142038	0.1596	1.579577	0.2520711	68.72	LOC105369313	uncharacterized LOC105369313
693225	0.455	0.114277	0.3246	1.579257	0.5125674	6.83	MIR640	microRNA 640
101927151	0.455	0.1142631	0.0903	-1.579318	-0.14265	152.62	LINC02987	long intergenic non-protein coding RNA 2987
7038	0.455	0.1143008	0.2036	1.579154	0.3215117	176.46	TG	thyroglobulin
1282	0.455	0.1143505	0.3241	1.578937	0.51178	13.37	COL4A1	collagen type IV alpha 1 chain
6915	0.455	0.1143868	0.1942	1.578779	0.3066264	46.47	TBXA2R	thromboxane A2 receptor
100506161	0.455	0.1144833	0.1902	1.578358	0.3001381	14.02	TAF1A-AS1	TAF1A antisense RNA 1
53917	0.455	0.1144616	0.1386	1.578453	0.2187546	2774.19	RAB24	RAB24, member RAS oncogene family
64785	0.455	0.1144833	0.1105	-1.578358	-0.1744527	108.42	GINS3	GINS complex subunit 3
2843	0.455	0.1146142	0.34	1.577788	0.5364285	10.37	GPR20	G protein-coupled receptor 20
8106	0.455	0.114633	0.0713	-1.577707	-0.1125463	1252.35	PABPN1	poly(A) binding protein nuclear 1
1964	0.455	0.1145987	0.137	-1.577856	-0.2162427	3306.02	EIF1AX	eukaryotic translation initiation factor 1A X-linked
400566	0.456	0.1147048	0.1878	1.577394	0.2962557	29.71	C17orf97	chromosome 17 open reading frame 97
22893	0.456	0.1147393	0.1208	1.577244	0.1905615	662.79	BAHD1	bromo adjacent homology domain containing 1
101928017	0.456	0.1151949	0.2915	1.575267	0.4591161	6.83	UBXN10-AS1	replaced by ID 391013
57645	0.456	0.1150013	0.0789	-1.576106	-0.1243253	2395.39	POGK	pogo transposable element derived with KRAB domain
3140	0.456	0.1151648	0.0693	-1.575397	-0.109208	2563.5	MR1	major histocompatibility complex, class I-related
107985235	0.456	0.1150088	0.5181	1.576074	0.8165804	27.63	LOC107985235	
105373602	0.456	0.1151552	0.3108	-1.575439	-0.4895977	14.87	LOC105373602	uncharacterized LOC105373602
23178	0.456	0.1149835	0.1378	-1.576184	-0.2172132	1162.71	PASK	PAS domain containing serine/threonine kinase
100775107	0.456	0.1149249	0.1064	1.576438	0.1676842	572.45	RBM5-AS1	RBM5 antisense RNA 1
6580	0.456	0.1150737	0.2394	1.575792	0.3771677	175.73	SLC22A1	solute carrier family 22 member 1
3200	0.456	0.1149212	0.2734	1.576454	0.4310374	14.27	HOXA3	homeobox A3
107986798	0.456	0.1150656	0.2029	1.575827	0.3196988	52.05	LOC107986798	
100506585	0.456	0.1150354	0.1771	1.575958	0.2791651	302.37	PTPRN2-AS1	PTPRN2 antisense RNA 1
648	0.456	0.1148462	0.1057	-1.57678	-0.1665922	1482.7	BMI1	BMI1 proto-oncogene, polycomb ring finger
196792	0.456	0.1152059	0.1235	1.575219	0.1945575	49.26	FAM24B	family with sequence similarity 24 member B
106633800	0.456	0.1149868	0.2106	1.576169	0.3319888	2708.5	SNORD133	small nucleolar RNA, C/D box 133
7750	0.456	0.1148252	0.0662	-1.576871	-0.1043654	8072.12	ZMYM2	zinc finger MYM-type containing 2
112268134	0.456	0.1152218	0.1496	1.57515	0.2355732	34.06	LOC112268134	
201191	0.456	0.1151731	0.225	1.575361	0.3544179	38.04	SAMD14	sterile alpha motif domain containing 14
81576	0.456	0.1151229	0.1082	1.575579	0.1704735	296.53	YJU2B	YJU2 splicing factor homolog B
374900	0.456	0.1148352	0.11	-1.576828	-0.173446	663.91	ZNF568	zinc finger protein 568
9762	0.456	0.1149919	0.2084	1.576147	0.3283985	18.13	LZTS3	leucine zipper tumor suppressor family member 3
100113393	0.456	0.1152042	0.2089	1.575226	0.3290212	103.49	SNORD12B	small nucleolar RNA, C/D box 12B
340547	0.456	0.1152865	0.1528	-1.57487	-0.2405944	452.26	VSIG1	V-set and immunoglobulin domain containing 1
5870	0.456	0.1153884	0.0962	-1.574429	-0.1515063	6562.87	RAB6A	RAB6A, member RAS oncogene family
8740	0.456	0.1153944	0.1214	-1.574403	-0.1910995	1908.46	TNFSF14	TNF superfamily member 14
105373194	0.456	0.115479	0.1973	1.574037	0.3106254	16.01	LOC105373194	uncharacterized LOC105373194
121551	0.457	0.1155191	0.0887	-1.573863	-0.1395692	802.98	ABTB3	ankyrin repeat and BTB domain containing 3
100996941	0.457	0.1156782	0.367	-1.573175	-0.5774307	6.81	IL21-AS1	IL21 antisense RNA 1
101928448	0.457	0.1156309	0.2933	1.57338	0.4614095	17.92	C5orf67	chromosome 5 putative open reading frame 67
9617	0.457	0.1156357	0.0834	-1.573359	-0.131255	712.58	MTRF1	mitochondrial translation release factor 1
105372235	0.457	0.1156769	0.2368	1.573181	0.3724779	8.06	LOC105372235	uncharacterized LOC105372235
79879	0.457	0.1157058	0.1342	1.573056	0.211152	318.19	CCDC134	coiled-coil domain containing 134
4864	0.457	0.1158117	0.0982	1.572599	0.1544104	1710.76	NPC1	NPC intracellular cholesterol transporter 1
8536	0.457	0.1159355	0.1372	1.572065	0.2156852	781.31	CAMK1	calcium/calmodulin dependent protein kinase I
159013	0.457	0.1159265	0.0564	-1.572104	-0.0885986	3068.71	CXorf38	chromosome X open reading frame 38
80741	0.458	0.1159718	0.2926	1.571908	0.4599982	6.87	LY6G5C	lymphocyte antigen 6 family member G5C
105377621	0.458	0.1160187	0.2117	1.571706	0.3326963	8.38	LOC105377621	uncharacterized LOC105377621
80218	0.458	0.1160723	0.0633	-1.571475	-0.0995505	6320.73	NAA50	N-alpha-acetyltransferase 50, NatE catalytic subunit
105377975	0.458	0.11608	0.2405	-1.571442	-0.3780021	74.28	LOC105377975	uncharacterized LOC105377975
23332	0.458	0.1162204	0.0872	1.570838	0.1369829	2973.87	CLASP1	cytoplasmic linker associated protein 1
4791	0.458	0.1161819	0.1085	1.571003	0.1704726	1454.41	NFKB2	nuclear factor kappa B subunit 2
100861554	0.458	0.1162222	0.2095	1.57083	0.3291193	11.63	LINC00563	long intergenic non-protein coding RNA 563
7443	0.458	0.1163041	0.1831	-1.570477	-0.2875519	5762.82	VRK1	VRK serine/threonine kinase 1
107985403	0.458	0.1162962	0.1427	1.570511	0.2241044	74.61	LOC107985403	
27095	0.458	0.1163266	0.0689	-1.570381	-0.1081467	1347.9	TRAPPC3	trafficking protein particle complex subunit 3
9910	0.458	0.1163959	0.0901	-1.570083	-0.1414499	12030.52	RABGAP1L	RAB GTPase activating protein 1 like
101060195	0.458	0.1163968	0.0817	-1.570079	-0.1282607	151.63	FCF1P2	FCF1 pseudogene 2
100128653	0.458	0.1165128	0.126	1.56958	0.1977702	104.43	LOC100128653	uncharacterized LOC100128653
58516	0.458	0.1164935	0.0939	-1.569663	-0.1474291	2553.93	SINHCAF	SIN3-HDAC complex associated factor
10594	0.458	0.1164711	0.0915	1.569759	0.1436496	12257.25	PRPF8	pre-mRNA processing factor 8
79150	0.458	0.1165403	0.2375	1.569462	0.372802	15.79	MGC4859	uncharacterized LOC79150
100128108	0.459	0.1166843	0.1343	1.568844	0.2106705	53	UBE2Q2P13	UBE2Q2 pseudogene 13
2287	0.459	0.1167496	0.0926	-1.568564	-0.1452781	1269.04	FKBP3	FKBP prolyl isomerase 3
105369767	0.459	0.1168501	0.1115	1.568133	0.1748014	456.18	LOC105369767	uncharacterized LOC105369767
85363	0.46	0.1169169	0.0981	-1.567847	-0.1538732	1481.6	TRIM5	tripartite motif containing 5
26019	0.46	0.1169794	0.0685	-1.567579	-0.1073047	5279.75	UPF2	UPF2 regulator of nonsense mediated mRNA decay
619569	0.46	0.1170599	0.1998	-1.567234	-0.3131914	8.41	SNORA41	small nucleolar RNA, H/ACA box 41
23339	0.46	0.1170769	0.083	1.567162	0.1301257	2455.28	VPS39	VPS39 subunit of HOPS complex
10786	0.46	0.1171031	0.3757	1.56705	0.5886705	6.46	SLC17A3	solute carrier family 17 member 3
84100	0.46	0.1172393	0.1248	-1.566467	-0.1954448	257.67	ARL6	ADP ribosylation factor like GTPase 6
7903	0.46	0.1172445	0.1141	-1.566445	-0.1786564	11617.58	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
9846	0.46	0.1171715	0.1959	1.566757	0.3069316	2024.2	GAB2	GRB2 associated binding protein 2
56163	0.46	0.1171878	0.5746	1.566687	0.9002147	35.21	RNF17	ring finger protein 17
100288637	0.46	0.1172026	0.1065	-1.566624	-0.1668527	113.01	LOC100288637	OTU deubiquitinase 7A pseudogene
101929141	0.46	0.1171498	0.25	-1.56685	-0.3917145	129.9	LOC101929141	coiled-coil domain-containing protein 144A-like
54938	0.46	0.1173259	0.1278	1.566097	0.2001738	121.97	SARS2	seryl-tRNA synthetase 2, mitochondrial
170685	0.46	0.1173046	0.1746	1.566188	0.2734602	22.24	NUDT10	nudix hydrolase 10
4720	0.46	0.1174624	0.08	-1.565514	-0.125251	1982.22	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2
93474	0.46	0.1173669	0.1099	-1.565922	-0.1720466	152.23	ZNF670	zinc finger protein 670
101154753	0.46	0.117428	0.1692	-1.565661	-0.2648583	29.65	PANDAR	promoter of CDKN1A antisense DNA damage activated RNA
2631	0.46	0.1174422	0.0861	-1.565601	-0.1348174	1366.36	NIPSNAP2	nipsnap homolog 2
693201	0.46	0.1174469	0.2695	1.56558	0.4219172	8.43	MIR616	microRNA 616
140831	0.46	0.1174738	0.0905	1.565465	0.1416808	158	ZSWIM3	zinc finger SWIM-type containing 3
100505538	0.46	0.1175499	0.1529	-1.565141	-0.2392432	55.64	RBM26-AS1	RBM26 antisense RNA 1
51020	0.461	0.1176516	0.1056	-1.564707	-0.1652386	620.63	HDDC2	HD domain containing 2
4683	0.461	0.1176525	0.0894	-1.564703	-0.1399547	5735.33	NBN	nibrin
27249	0.461	0.1177774	0.0867	-1.564171	-0.1356118	3039.05	MMADHC	metabolism of cobalamin associated D
85461	0.461	0.1178652	0.1601	1.563797	0.2503553	65.77	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
64135	0.461	0.1177274	0.0949	-1.564384	-0.1484395	2608.79	IFIH1	interferon induced with helicase C domain 1
26269	0.461	0.1178482	0.0835	-1.563869	-0.1306395	983.15	FBXO8	F-box protein 8
222826	0.461	0.1178622	0.2078	1.56381	0.325014	13.37	FAM217A	family with sequence similarity 217 member A
100506127	0.461	0.1178418	0.1049	1.563897	0.164064	166.84	GVQW3	GVQW motif containing 3
4162	0.461	0.1177048	0.1358	1.56448	0.2125238	449.61	MCAM	melanoma cell adhesion molecule
55260	0.461	0.1178553	0.1228	1.563839	0.192109	52.76	TMEM143	transmembrane protein 143
4943	0.461	0.117846	0.1565	1.563879	0.2447406	282.34	TBC1D25	TBC1 domain family member 25
151742	0.461	0.1179304	0.1365	1.56352	0.2133535	1486.79	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L
783	0.461	0.1179132	0.137	1.563593	0.2142418	194.17	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2
80095	0.461	0.117992	0.0789	-1.563258	-0.1232987	488.53	ZNF606	zinc finger protein 606
8338	0.461	0.1181783	0.1365	-1.562466	-0.2132536	3375.96	H2AC20	H2A clustered histone 20
26505	0.461	0.1181454	0.0691	1.562606	0.1080445	971.94	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3
151648	0.461	0.1181865	0.1367	-1.562431	-0.2135588	207.79	SGO1	shugoshin 1
100500820	0.461	0.1181231	0.1158	-1.5627	-0.1809341	175.79	MIR3655	microRNA 3655
113218489	0.461	0.1181736	0.2867	1.562486	0.4480192	10.57	MIR10398	microRNA 10398
54556	0.461	0.1181747	0.0744	-1.562481	-0.1161813	1340.19	ING3	inhibitor of growth family member 3
107986853	0.461	0.1180734	0.2124	1.562912	0.3320385	887.98	LOC107986853	uncharacterized LOC107986853
7702	0.461	0.1181075	0.0698	-1.562767	-0.1090498	2001.41	ZNF143	zinc finger protein 143
28479	0.461	0.1182233	0.2621	-1.562275	-0.4094459	72.73	IGHJ3	immunoglobulin heavy joining 3
102723582	0.461	0.1183112	0.1254	1.561902	0.1958725	42.5	WDR5B-DT	WDR5B divergent transcript
22930	0.461	0.1183655	0.0676	-1.561671	-0.1055344	3054.06	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
112267917	0.461	0.1184393	0.2778	1.561358	0.4336993	9.91	LOC112267917	uncharacterized LOC112267917
102466985	0.461	0.1184212	0.1941	1.561435	0.3030753	17.05	MIR6837	microRNA 6837
107987000	0.461	0.1184148	0.3552	1.561462	0.5547046	28.21	LOC107987000	uncharacterized LOC107987000
339327	0.461	0.1184006	0.0825	-1.561522	-0.1287684	555.11	ZNF546	zinc finger protein 546
406896	0.462	0.1185128	0.2248	1.561047	0.3508967	10.51	MIR103A2	microRNA 103a-2
64231	0.462	0.1185486	0.1279	-1.560895	-0.1996685	5779.25	MS4A6A	membrane spanning 4-domains A6A
57148	0.462	0.1185671	0.0771	1.560816	0.1203618	5003.58	RALGAPB	Ral GTPase activating protein non-catalytic subunit beta
100527978	0.462	0.1187041	0.2119	-1.560236	-0.3305872	4246.38	TLCD4-RWDD3	TLCD4-RWDD3 readthrough
100131234	0.462	0.1186935	0.1909	1.560281	0.2978583	38.71	MIR181A1HG	MIR181A1 host gene
147199	0.462	0.1187125	0.2497	-1.5602	-0.3896021	27.58	SCGB1C1	secretoglobin family 1C member 1
105378120	0.462	0.1188142	0.1701	1.55977	0.2653808	242.6	LOC105378120	uncharacterized LOC105378120
28559	0.462	0.118863	0.2828	-1.559564	-0.4410971	268.58	TRBV28	T cell receptor beta variable 28
6117	0.462	0.1188493	0.0933	1.559622	0.1454441	3093.63	RPA1	replication protein A1
8458	0.462	0.1189222	0.0929	1.559313	0.1448558	489.98	TTF2	transcription termination factor 2
200035	0.462	0.1189747	0.0858	1.559092	0.1336991	104.76	NUDT17	nudix hydrolase 17
